"";"x"
"3623";"A"
"3624";"A"
"3625";"A"
"3626";"A"
"3627";"A"
"3628";"A"
"3629";"A"
"3630";"A"
"3631";"C"
"3632";"D"
"3633";"D"
"3634";"D"
"3635";"D"
"3636";"D"
"3637";"D"
"3638";"D"
"3639";"A"
"3640";"A"
"3641";"A"
"3642";"A"
"3643";"A"
"3644";"A"
"3645";"A"
"3646";"A"
"3647";"A"
"3648";"A"
"3649";"A"
"3650";"A"
"3651";"A"
"3652";"A"
"3653";"A"
"3654";"A"
"3655";"A"
"3656";"A"
"3657";"A"
"3658";"D"
"3659";"D"
"3660";"A"
"3661";"A"
"3662";"A"
"3663";"A"
"3664";"A"
"3665";"A"
"3666";"A"
"3667";"A"
"3668";"A"
"3669";"A"
"3670";"C"
"3671";"D"
"3672";"D"
"3673";"D"
"3674";"A"
"3675";"A"
"3676";"A"
"3677";"A"
"3678";"A"
"3679";"A"
"3680";"A"
"3681";"A"
"3682";"A"
"3683";"A"
"3684";"D"
"3685";"D"
"3686";"D"
"3687";"C"
"3688";"A"
"3689";"A"
"3690";"A"
"3691";"A"
"3692";"A"
"3693";"D"
"3694";"D"
"3695";"D"
"3696";"A"
"3697";"A"
"3698";"A"
"3699";"D"
"3700";"D"
"3701";"D"
"3702";"D"
"3703";"D"
"3704";"D"
"3705";"D"
"3706";"D"
"3707";"A"
"3708";"A"
"3709";"A"
"3710";"A"
"3711";"A"
"3712";"A"
"3713";"A"
"3714";"A"
"3715";"A"
"3716";"A"
"3717";"A"
"3718";"A"
"3719";"A"
"3720";"A"
"3721";"A"
"3722";"A"
"3723";"A"
"3724";"A"
"3725";"A"
"3726";"A"
"3727";"A"
"3728";"A"
"3729";"A"
"3730";"D"
"3731";"D"
"3732";"A"
"3733";"A"
"3734";"A"
"3735";"D"
"3736";"D"
"3737";"D"
"3738";"D"
"3739";"A"
"3740";"A"
"3741";"A"
"3742";"A"
"3743";"A"
"3744";"A"
"3745";"A"
"3746";"A"
"3747";"A"
"3748";"A"
"3749";"C"
"3750";"C"
"3751";"C"
"3752";"A"
"3753";"D"
"3754";"D"
"3755";"D"
"3756";"E"
"3757";"D"
"3758";"E"
"3759";"A"
"3760";"A"
"3761";"A"
"3762";"A"
"3763";"A"
"3764";"A"
"3765";"A"
"3766";"A"
"3767";"A"
"3768";"A"
"3769";"A"
"3770";"A"
"3771";"A"
"3772";"A"
"3773";"A"
"3774";"A"
"3775";"A"
"3776";"C"
"3777";"C"
"3778";"A"
"3779";"C"
"3780";"A"
"3781";"A"
"3782";"A"
"3783";"A"
"3784";"C"
"3785";"C"
"3786";"C"
"3787";"C"
"3788";"A"
"3789";"A"
"3790";"A"
"3791";"A"
"3792";"A"
"3793";"A"
"3794";"A"
"3795";"B"
"3796";"B"
"3797";"E"
"3798";"E"
"3799";"E"
"3800";"E"
"3801";"E"
"3802";"E"
"3803";"B"
"3804";"D"
"3805";"E"
"3806";"E"
"3807";"E"
"3808";"E"
"3809";"E"
"3810";"E"
"3811";"E"
"3812";"E"
"3813";"E"
"3814";"E"
"3815";"A"
"3816";"B"
"3817";"A"
"3818";"B"
"3819";"B"
"3820";"D"
"3821";"B"
"3822";"D"
"3823";"C"
"3824";"C"
"3825";"C"
"3826";"C"
"3827";"E"
"3828";"E"
"3829";"E"
"3830";"E"
"3831";"E"
"3832";"E"
"3833";"E"
"3834";"E"
"3835";"A"
"3836";"A"
"3837";"A"
"3838";"C"
"3839";"E"
"3840";"D"
"3841";"E"
"3842";"D"
"3843";"D"
"3844";"E"
"3845";"E"
"3846";"E"
"3847";"E"
"3848";"E"
"3849";"B"
"3850";"B"
"3851";"E"
"3852";"E"
"3853";"E"
"3854";"E"
"3855";"E"
"3856";"D"
"3857";"D"
"3858";"D"
"3859";"E"
"3860";"E"
"3861";"E"
"3862";"E"
"3863";"E"
"3864";"E"
"3865";"E"
"3866";"E"
"3867";"B"
"3868";"B"
"3869";"E"
"3870";"E"
"3871";"B"
"3872";"E"
"3873";"D"
"3874";"D"
"3875";"D"
"3876";"D"
"3877";"D"
"3878";"E"
"3879";"E"
"3880";"E"
"3881";"E"
"3882";"E"
"3883";"B"
"3884";"E"
"3885";"E"
"3886";"E"
"3887";"E"
"3888";"E"
"3889";"E"
"3890";"E"
"3891";"E"
"3892";"E"
"3893";"D"
"3894";"D"
"3895";"D"
"3896";"D"
"3897";"D"
"3898";"D"
"3899";"B"
"3900";"B"
"3901";"B"
"3902";"A"
"3903";"A"
"3904";"A"
"3905";"A"
"3906";"A"
"3907";"E"
"3908";"E"
"3909";"D"
"3910";"D"
"3911";"D"
"3912";"E"
"3913";"E"
"3914";"E"
"3915";"D"
"3916";"D"
"3917";"D"
"3918";"D"
"3919";"D"
"3920";"D"
"3921";"D"
"3922";"D"
"3923";"D"
"3924";"D"
"3925";"D"
"3926";"D"
"3927";"D"
"3928";"D"
"3929";"D"
"3930";"D"
"3931";"D"
"3932";"D"
"3933";"D"
"3934";"D"
"3935";"B"
"3936";"B"
"3937";"B"
"3938";"D"
"3939";"D"
"3940";"D"
"3941";"D"
"3942";"D"
"3943";"D"
"3944";"D"
"3945";"D"
"3946";"D"
"3947";"D"
"3948";"D"
"3949";"D"
"3950";"D"
"3951";"D"
"3952";"D"
"3953";"D"
"3954";"D"
"3955";"D"
"3956";"D"
"3957";"D"
"3958";"D"
"3959";"D"
"3960";"D"
"3961";"D"
"3962";"D"
"3963";"D"
"3964";"D"
"3965";"D"
"3966";"D"
"3967";"D"
"3968";"D"
"3969";"D"
"3970";"D"
"3971";"D"
"3972";"D"
"3973";"D"
"3974";"D"
"3975";"D"
"3976";"D"
"3977";"D"
"3978";"D"
"3979";"D"
"3980";"D"
"3981";"D"
"3982";"D"
"3983";"D"
"3984";"D"
"3985";"D"
"3986";"D"
"3987";"D"
"3988";"D"
"3989";"D"
"3990";"D"
"3991";"D"
"3992";"D"
"3993";"D"
"3994";"D"
"3995";"D"
"3996";"D"
"3997";"D"
"3998";"D"
"3999";"D"
"4000";"B"
"4001";"B"
"4002";"D"
"4003";"D"
"4004";"D"
"4005";"D"
"4006";"D"
"4007";"D"
"4008";"D"
"4009";"D"
"4010";"D"
"4011";"D"
"4012";"D"
"4013";"D"
"4014";"D"
"4015";"D"
"4016";"D"
"4017";"D"
"4018";"D"
"4019";"D"
"4020";"D"
"4021";"B"
"4022";"A"
"4023";"A"
"4024";"B"
"4025";"B"
"4026";"D"
"4027";"D"
"4028";"D"
"4029";"D"
"4030";"D"
"4031";"D"
"4032";"D"
"4033";"D"
"4034";"D"
"4035";"D"
"4036";"D"
"4037";"D"
"4038";"D"
"4039";"D"
"4040";"D"
"4041";"D"
"4042";"D"
"4043";"D"
"4044";"D"
"4045";"D"
"4046";"D"
"4047";"D"
"4048";"D"
"4049";"D"
"4050";"D"
"4051";"D"
"4052";"D"
"4053";"D"
"4054";"D"
"4055";"D"
"4056";"D"
"4057";"D"
"4058";"D"
"4059";"D"
"4060";"D"
"4061";"D"
"4062";"D"
"4063";"D"
"4064";"D"
"4065";"D"
"4066";"D"
"4067";"D"
"4068";"D"
"4069";"D"
"4070";"D"
"4071";"D"
"4072";"D"
"4073";"D"
"4074";"D"
"4075";"D"
"4076";"D"
"4077";"D"
"4078";"D"
"4079";"D"
"4080";"D"
"4081";"D"
"4082";"D"
"4083";"D"
"4084";"D"
"4085";"D"
"4086";"D"
"4087";"D"
"4088";"D"
"4089";"D"
"4090";"D"
"4091";"D"
"4092";"D"
"4093";"D"
"4094";"D"
"4095";"D"
"4096";"D"
"4097";"D"
"4098";"D"
"4099";"D"
"4100";"D"
"4101";"D"
"4102";"D"
"4103";"D"
"4104";"D"
"4105";"D"
"4106";"D"
"4107";"D"
"4108";"D"
"4109";"D"
"4110";"D"
"4111";"D"
"4112";"D"
"4113";"D"
"4114";"D"
"4115";"D"
"4116";"D"
"4117";"D"
"4118";"D"
"4119";"D"
"4120";"C"
"4121";"C"
"4122";"C"
"4123";"C"
"4124";"A"
"4125";"A"
"4126";"A"
"4127";"A"
"4128";"A"
"4129";"C"
"4130";"C"
"4131";"C"
"4132";"C"
"4133";"C"
"4134";"A"
"4135";"A"
"4136";"A"
"4137";"C"
"4138";"C"
"4139";"A"
"4140";"A"
"4141";"A"
"4142";"C"
"4143";"C"
"4144";"C"
"4145";"A"
"4146";"A"
"4147";"A"
"4148";"C"
"4149";"C"
"4150";"C"
"4151";"C"
"4152";"C"
"4153";"A"
"4154";"A"
"4155";"B"
"4156";"B"
"4157";"B"
"4158";"B"
"4159";"B"
"4160";"B"
"4161";"D"
"4162";"B"
"4163";"C"
"4164";"C"
"4165";"C"
"4166";"C"
"4167";"C"
"4168";"C"
"4169";"C"
"4170";"C"
"4171";"A"
"4172";"A"
"4173";"A"
"4174";"B"
"4175";"B"
"4176";"B"
"4177";"B"
"4178";"B"
"4179";"B"
"4180";"E"
"4181";"C"
"4182";"C"
"4183";"C"
"4184";"A"
"4185";"A"
"4186";"A"
"4187";"A"
"4188";"A"
"4189";"A"
"4190";"E"
"4191";"B"
"4192";"B"
"4193";"B"
"4194";"E"
"4195";"E"
"4196";"C"
"4197";"C"
"4198";"A"
"4199";"A"
"4200";"A"
"4201";"A"
"4202";"C"
"4203";"C"
"4204";"C"
"4205";"C"
"4206";"B"
"4207";"B"
"4208";"B"
"4209";"E"
"4210";"E"
"4211";"B"
"4212";"B"
"4213";"B"
"4214";"A"
"4215";"A"
"4216";"E"
"4217";"E"
"4218";"E"
"4219";"E"
"4220";"B"
"4221";"B"
"4222";"B"
"4223";"B"
"4224";"B"
"4225";"B"
"4226";"B"
"4227";"B"
"4228";"E"
"4229";"B"
"4230";"B"
"4231";"B"
"4232";"B"
"4233";"B"
"4234";"A"
"4235";"B"
"4236";"E"
"4237";"E"
"4238";"B"
"4239";"B"
"4240";"B"
"4241";"B"
"4242";"B"
"4243";"B"
"4244";"E"
"4245";"B"
"4246";"B"
"4247";"A"
"4248";"A"
"4249";"B"
"4250";"C"
"4251";"C"
"4252";"C"
"4253";"C"
"4254";"E"
"4255";"E"
"4256";"A"
"4257";"A"
"4258";"A"
"4259";"B"
"4260";"B"
"4261";"B"
"4262";"E"
"4263";"E"
"4264";"E"
"4265";"E"
"4266";"E"
"4267";"E"
"4268";"E"
"4269";"E"
"4270";"E"
"4271";"E"
"4272";"E"
"4273";"E"
"4274";"E"
"4275";"E"
"4276";"A"
"4277";"A"
"4278";"A"
"4279";"A"
"4280";"A"
"4281";"A"
"4282";"A"
"4283";"A"
"4284";"A"
"4285";"E"
"4286";"E"
"4287";"E"
"4288";"D"
"4289";"E"
"4290";"B"
"4291";"D"
"4292";"E"
"4293";"A"
"4294";"A"
"4295";"B"
"4296";"E"
"4297";"E"
"4298";"E"
"4299";"E"
"4300";"E"
"4301";"E"
"4302";"E"
"4303";"E"
"4304";"C"
"4305";"B"
"4306";"A"
"4307";"B"
"4308";"B"
"4309";"B"
"4310";"B"
"4311";"B"
"4312";"B"
"4313";"B"
"4314";"E"
"4315";"E"
"4316";"D"
"4317";"D"
"4318";"D"
"4319";"D"
"4320";"D"
"4321";"D"
"4322";"D"
"4323";"D"
"4324";"D"
"4325";"E"
"4326";"B"
"4327";"B"
"4328";"D"
"4329";"D"
"4330";"E"
"4331";"D"
"4332";"E"
"4333";"E"
"4334";"E"
"4335";"C"
"4336";"D"
"4337";"D"
"4338";"D"
"4339";"D"
"4340";"D"
"4341";"A"
"4342";"A"
"4343";"A"
"4344";"A"
"4345";"A"
"4346";"A"
"4347";"A"
"4348";"D"
"4349";"A"
"4350";"A"
"4351";"A"
"4352";"A"
"4353";"A"
"4354";"A"
"4355";"A"
"4356";"A"
"4357";"A"
"4358";"A"
"4359";"A"
"4360";"A"
"4361";"A"
"4362";"A"
"4363";"A"
"4364";"A"
"4365";"D"
"4366";"D"
"4367";"D"
"4368";"D"
"4369";"D"
"4370";"D"
"4371";"D"
"4372";"D"
"4373";"D"
"4374";"D"
"4375";"D"
"4376";"D"
"4377";"D"
"4378";"D"
"4379";"D"
"4380";"D"
"4381";"D"
"4382";"D"
"4383";"D"
"4384";"D"
"4385";"D"
"4386";"D"
"4387";"D"
"4388";"D"
"4389";"D"
"4390";"D"
"4391";"D"
"4392";"D"
"4393";"D"
"4394";"D"
"4395";"D"
"4396";"D"
"4397";"D"
"4398";"D"
"4399";"D"
"4400";"D"
"4401";"D"
"4402";"D"
"4403";"D"
"4404";"D"
"4405";"D"
"4406";"D"
"4407";"D"
"4408";"D"
"4409";"D"
"4410";"D"
"4411";"D"
"4412";"D"
"4413";"D"
"4414";"D"
"4415";"D"
"4416";"D"
"4417";"D"
"4418";"D"
"4419";"D"
"4420";"D"
"4421";"D"
"4422";"D"
"4423";"D"
"4424";"D"
"4425";"D"
"4426";"D"
"4427";"D"
"4428";"D"
"4429";"D"
"4430";"D"
"4431";"D"
"4432";"D"
"4433";"D"
"4434";"D"
"4435";"D"
"4436";"D"
"4437";"D"
"4438";"D"
"4439";"D"
"4440";"D"
"4441";"D"
"4442";"D"
"4443";"D"
"4444";"D"
"4445";"D"
"4446";"D"
"4447";"D"
"4448";"D"
"4449";"D"
"4450";"D"
"4451";"D"
"4452";"D"
"4453";"D"
"4454";"D"
"4455";"D"
"4456";"D"
"4457";"D"
"4458";"D"
"4459";"D"
"4460";"D"
"4461";"D"
"4462";"A"
"4463";"A"
"4464";"A"
"4465";"A"
"4466";"A"
"4467";"A"
"4468";"A"
"4469";"A"
"4470";"A"
"4471";"A"
"4472";"A"
"4473";"A"
"4474";"E"
"4475";"D"
"4476";"D"
"4477";"D"
"4478";"C"
"4479";"C"
"4480";"A"
"4481";"A"
"4482";"A"
"4483";"C"
"4484";"C"
"4485";"C"
"4486";"C"
"4487";"D"
"4488";"D"
"4489";"D"
"4490";"D"
"4491";"A"
"4492";"E"
"4493";"E"
"4494";"E"
"4495";"E"
"4496";"E"
"4497";"E"
"4498";"E"
"4499";"E"
"4500";"E"
"4501";"E"
"4502";"A"
"4503";"E"
"4504";"E"
"4505";"E"
"4506";"E"
"4507";"E"
"4508";"E"
"4509";"E"
"4510";"B"
"4511";"E"
"4512";"E"
"4513";"D"
"4514";"D"
"4515";"D"
"4516";"D"
"4517";"E"
"4518";"D"
"4519";"D"
"4520";"D"
"4521";"D"
"4522";"D"
"4523";"D"
"4524";"E"
"4525";"C"
"4526";"D"
"4527";"D"
"4528";"D"
"4529";"D"
"4530";"D"
"4531";"D"
"4532";"E"
"4533";"D"
"4534";"E"
"4535";"E"
"4536";"A"
"4537";"C"
"4538";"C"
"4539";"A"
"4540";"D"
"4541";"D"
"4542";"D"
"4543";"D"
"4544";"D"
"4545";"E"
"4546";"E"
"4547";"E"
"4548";"E"
"4549";"E"
"4550";"C"
"4551";"C"
"4552";"D"
"4553";"D"
"4554";"D"
"4555";"D"
"4556";"D"
"4557";"E"
"4558";"D"
"4559";"D"
"4560";"D"
"4561";"D"
"4562";"D"
"4563";"D"
"4564";"D"
"4565";"E"
"4566";"A"
"4567";"A"
"4568";"E"
"4569";"E"
"4570";"D"
"4571";"D"
"4572";"E"
"4573";"E"
"4574";"E"
"4575";"A"
"4576";"A"
"4577";"A"
"4578";"A"
"4579";"D"
"4580";"D"
"4581";"D"
"4582";"D"
"4583";"D"
"4584";"D"
"4585";"C"
"4586";"D"
"4587";"D"
"4588";"D"
"4589";"A"
"4590";"A"
"4591";"A"
"4592";"A"
"4593";"A"
"4594";"E"
"4595";"E"
"4596";"E"
"4597";"C"
"4598";"E"
"4599";"E"
"4600";"C"
"4601";"C"
"4602";"C"
"4603";"C"
"4604";"A"
"4605";"A"
"4606";"E"
"4607";"E"
"4608";"A"
"4609";"A"
"4610";"D"
"4611";"D"
"4612";"D"
"4613";"A"
"4614";"A"
"4615";"A"
"4616";"A"
"4617";"A"
"4618";"D"
"4619";"D"
"4620";"D"
"4621";"A"
"4622";"A"
"4623";"A"
"4624";"A"
"4625";"A"
"4626";"A"
"4627";"A"
"4628";"A"
"4629";"E"
"4630";"E"
"4631";"D"
"4632";"D"
"4633";"D"
"4634";"D"
"4635";"D"
"4636";"D"
"4637";"D"
"4638";"D"
"4639";"A"
"4640";"A"
"4641";"A"
"4642";"E"
"4643";"E"
"4644";"D"
"4645";"D"
"4646";"D"
"4647";"D"
"4648";"D"
"4649";"D"
"4650";"D"
"4651";"D"
"4652";"A"
"4653";"A"
"4654";"A"
"4655";"A"
"4656";"A"
"4657";"E"
"4658";"D"
"4659";"D"
"4660";"D"
"4661";"D"
"4662";"D"
"4663";"D"
"4664";"D"
"4665";"D"
"4666";"D"
"4667";"D"
"4668";"D"
"4669";"D"
"4670";"D"
"4671";"D"
"4672";"D"
"4673";"D"
"4674";"D"
"4675";"D"
"4676";"D"
"4677";"B"
"4678";"A"
"4679";"A"
"4680";"A"
"4681";"A"
"4682";"B"
"4683";"B"
"4684";"D"
"4685";"D"
"4686";"D"
"4687";"D"
"4688";"A"
"4689";"A"
"4690";"D"
"4691";"A"
"4692";"A"
"4693";"A"
"4694";"A"
"4695";"A"
"4696";"A"
"4697";"A"
"4698";"A"
"4699";"A"
"4700";"A"
"4701";"A"
"4702";"A"
"4703";"A"
"4704";"D"
"4705";"D"
"4706";"D"
"4707";"D"
"4708";"D"
"4709";"D"
"4710";"D"
"4711";"D"
"4712";"D"
"4713";"D"
"4714";"D"
"4715";"D"
"4716";"D"
"4717";"D"
"4718";"D"
"4719";"D"
"4720";"E"
"4721";"D"
"4722";"D"
"4723";"D"
"4724";"D"
"4725";"D"
"4726";"D"
"4727";"B"
"4728";"B"
"4729";"B"
"4730";"B"
"4731";"B"
"4732";"B"
"4733";"B"
"4734";"C"
"4735";"C"
"4736";"C"
"4737";"C"
"4738";"A"
"4739";"B"
"4740";"D"
"4741";"D"
"4742";"B"
"4743";"B"
"4744";"E"
"4745";"C"
"4746";"C"
"4747";"A"
"4748";"A"
"4749";"A"
"4750";"B"
"4751";"B"
"4752";"B"
"4753";"D"
"4754";"C"
"4755";"C"
"4756";"C"
"4757";"C"
"4758";"C"
"4759";"C"
"4760";"C"
"4761";"D"
"4762";"E"
"4763";"D"
"4764";"D"
"4765";"D"
"4766";"D"
"4767";"D"
"4768";"D"
"4769";"D"
"4770";"D"
"4771";"D"
"4772";"D"
"4773";"D"
"4774";"D"
"4775";"D"
"4776";"D"
"4777";"D"
"4778";"D"
"4779";"D"
"4780";"D"
"4781";"D"
"4782";"D"
"4783";"D"
"4784";"B"
"4785";"D"
"4786";"D"
"4787";"D"
"4788";"D"
"4789";"E"
"4790";"E"
"4791";"E"
"4792";"D"
"4793";"D"
"4794";"D"
"4795";"D"
"4796";"E"
"4797";"D"
"4798";"D"
"4799";"D"
"4800";"B"
"4801";"E"
"4802";"D"
"4803";"D"
"4804";"D"
"4805";"D"
"4806";"D"
"4807";"D"
"4808";"D"
"4809";"D"
"4810";"A"
"4811";"B"
"4812";"B"
"4813";"B"
"4814";"B"
"4815";"B"
"4816";"B"
"4817";"A"
"4818";"C"
"4819";"C"
"4820";"B"
"4821";"B"
"4822";"B"
"4823";"B"
"4824";"B"
"4825";"E"
"4826";"E"
"4827";"E"
"4828";"E"
"4829";"E"
"4830";"E"
"4831";"E"
"4832";"A"
"4833";"A"
"4834";"C"
"4835";"C"
"4836";"C"
"4837";"C"
"4838";"C"
"4839";"C"
"4840";"C"
"4841";"D"
"4842";"E"
"4843";"B"
"4844";"B"
"4845";"B"
"4846";"B"
"4847";"B"
"4848";"E"
"4849";"E"
"4850";"E"
"4851";"E"
"4852";"A"
"4853";"A"
"4854";"A"
"4855";"A"
"4856";"A"
"4857";"C"
"4858";"C"
"4859";"C"
"4860";"C"
"4861";"C"
"4862";"C"
"4863";"C"
"4864";"C"
"4865";"C"
"4866";"B"
"4867";"B"
"4868";"B"
"4869";"A"
"4870";"E"
"4871";"C"
"4872";"E"
"4873";"E"
"4874";"E"
"4875";"E"
"4876";"B"
"4877";"B"
"4878";"B"
"4879";"B"
"4880";"B"
"4881";"E"
"4882";"E"
"4883";"E"
"4884";"E"
"4885";"E"
"4886";"E"
"4887";"E"
"4888";"E"
"4889";"E"
"4890";"C"
"4891";"E"
"4892";"E"
"4893";"E"
"4894";"E"
"4895";"B"
"4896";"B"
"4897";"B"
"4898";"E"
"4899";"E"
"4900";"E"
"4901";"E"
"4902";"E"
"4903";"C"
"4904";"C"
"4905";"C"
"4906";"A"
"4907";"A"
"4908";"E"
"4909";"B"
"4910";"B"
"4911";"B"
"4912";"B"
"4913";"B"
"4914";"B"
"4915";"B"
"4916";"B"
"4917";"B"
"4918";"B"
"4919";"B"
"4920";"C"
"4921";"C"
"4922";"C"
"4923";"E"
"4924";"E"
"4925";"B"
"4926";"B"
"4927";"B"
"4928";"B"
"4929";"B"
"4930";"B"
"4931";"B"
"4932";"B"
"4933";"B"
"4934";"C"
"4935";"C"
"4936";"C"
"4937";"C"
"4938";"C"
"4939";"C"
"4940";"B"
"4941";"B"
"4942";"B"
"4943";"E"
"4944";"A"
"4945";"A"
"4946";"C"
"4947";"C"
"4948";"C"
"4949";"E"
"4950";"E"
"4951";"B"
"4952";"B"
"4953";"B"
"4954";"B"
"4955";"B"
"4956";"B"
"4957";"A"
"4958";"A"
"4959";"C"
"4960";"C"
"4961";"C"
"4962";"C"
"4963";"A"
"4964";"A"
"4965";"A"
"4966";"A"
"4967";"B"
"4968";"B"
"4969";"B"
"4970";"B"
"4971";"E"
"4972";"C"
"4973";"A"
"4974";"E"
"4975";"E"
"4976";"E"
"4977";"E"
"4978";"B"
"4979";"B"
"4980";"B"
"4981";"B"
"4982";"E"
"4983";"E"
"4984";"B"
"4985";"A"
"4986";"E"
"4987";"E"
"4988";"E"
"4989";"C"
"4990";"C"
"4991";"A"
"4992";"A"
"4993";"A"
"4994";"A"
"4995";"A"
"4996";"C"
"4997";"C"
"4998";"C"
"4999";"C"
"5000";"C"
"5001";"C"
"5002";"C"
"5003";"C"
"5004";"C"
"5005";"C"
"5006";"C"
"5007";"C"
"5008";"C"
"5009";"D"
"5010";"D"
"5011";"D"
"5012";"D"
"5013";"C"
"5014";"A"
"5015";"A"
"5016";"A"
"5017";"A"
"5018";"E"
"5019";"E"
"5020";"E"
"5021";"A"
"5022";"A"
"5023";"A"
"5024";"A"
"5025";"A"
"5026";"A"
"5027";"C"
"5028";"D"
"5029";"E"
"5030";"E"
"5031";"B"
"5032";"E"
"5033";"E"
"5034";"E"
"5035";"A"
"5036";"A"
"5037";"A"
"5038";"A"
"5039";"A"
"5040";"A"
"5041";"A"
"5042";"E"
"5043";"E"
"5044";"E"
"5045";"B"
"5046";"D"
"5047";"D"
"5048";"D"
"5049";"D"
"5050";"D"
"5051";"D"
"5052";"D"
"5053";"D"
"5054";"D"
"5055";"D"
"5056";"D"
"5057";"D"
"5058";"D"
"5059";"D"
"5060";"D"
"5061";"D"
"5062";"D"
"5063";"D"
"5064";"D"
"5065";"D"
"5066";"D"
"5067";"D"
"5068";"D"
"5069";"D"
"5070";"D"
"5071";"D"
"5072";"D"
"5073";"D"
"5074";"D"
"5075";"D"
"5076";"D"
"5077";"D"
"5078";"D"
"5079";"D"
"5080";"D"
"5081";"D"
"5082";"D"
"5083";"D"
"5084";"D"
"5085";"D"
"5086";"A"
"5087";"A"
"5088";"A"
"5089";"C"
"5090";"A"
"5091";"A"
"5092";"A"
"5093";"A"
"5094";"A"
"5095";"A"
"5096";"A"
"5097";"E"
"5098";"E"
"5099";"E"
"5100";"E"
"5101";"E"
"5102";"E"
"5103";"E"
"5104";"A"
"5105";"A"
"5106";"A"
"5107";"A"
"5108";"A"
"5109";"D"
"5110";"D"
"5111";"D"
"5112";"D"
"5113";"D"
"5114";"D"
"5115";"D"
"5116";"D"
"5117";"D"
"5118";"A"
"5119";"E"
"5120";"A"
"5121";"E"
"5122";"E"
"5123";"E"
"5124";"D"
"5125";"D"
"5126";"D"
"5127";"D"
"5128";"D"
"5129";"D"
"5130";"A"
"5131";"A"
"5132";"C"
"5133";"A"
"5134";"A"
"5135";"A"
"5136";"A"
"5137";"A"
"5138";"A"
"5139";"A"
"5140";"A"
"5141";"A"
"5142";"A"
"5143";"A"
"5144";"A"
"5145";"A"
"5146";"E"
"5147";"E"
"5148";"E"
"5149";"E"
"5150";"D"
"5151";"D"
"5152";"D"
"5153";"D"
"5154";"D"
"5155";"D"
"5156";"D"
"5157";"D"
"5158";"D"
"5159";"D"
"5160";"D"
"5161";"C"
"5162";"A"
"5163";"A"
"5164";"A"
"5165";"A"
"5166";"A"
"5167";"A"
"5168";"A"
"5169";"E"
"5170";"E"
"5171";"E"
"5172";"E"
"5173";"D"
"5174";"D"
"5175";"D"
"5176";"D"
"5177";"D"
"5178";"D"
"5179";"D"
"5180";"D"
"5181";"C"
"5182";"C"
"5183";"C"
"5184";"A"
"5185";"A"
"5186";"A"
"5187";"A"
"5188";"A"
"5189";"E"
"5190";"D"
"5191";"D"
"5192";"D"
"5193";"D"
"5194";"C"
"5195";"A"
"5196";"A"
"5197";"E"
"5198";"E"
"5199";"D"
"5200";"D"
"5201";"D"
"5202";"D"
"5203";"A"
"5204";"A"
"5205";"A"
"5206";"A"
"5207";"A"
"5208";"A"
"5209";"A"
"5210";"A"
"5211";"A"
"5212";"E"
"5213";"E"
"5214";"E"
"5215";"B"
"5216";"D"
"5217";"D"
"5218";"D"
"5219";"D"
"5220";"D"
"5221";"D"
"5222";"C"
"5223";"C"
"5224";"C"
"5225";"A"
"5226";"A"
"5227";"A"
"5228";"A"
"5229";"A"
"5230";"A"
"5231";"E"
"5232";"D"
"5233";"D"
"5234";"D"
"5235";"D"
"5236";"D"
"5237";"D"
"5238";"D"
"5239";"D"
"5240";"D"
"5241";"D"
"5242";"A"
"5243";"A"
"5244";"A"
"5245";"A"
"5246";"A"
"5247";"A"
"5248";"C"
"5249";"C"
"5250";"D"
"5251";"D"
"5252";"D"
"5253";"D"
"5254";"D"
"5255";"D"
"5256";"D"
"5257";"D"
"5258";"D"
"5259";"D"
"5260";"C"
"5261";"C"
"5262";"C"
"5263";"C"
"5264";"A"
"5265";"A"
"5266";"A"
"5267";"A"
"5268";"A"
"5269";"A"
"5270";"A"
"5271";"C"
"5272";"C"
"5273";"C"
"5274";"B"
"5275";"B"
"5276";"B"
"5277";"B"
"5278";"B"
"5279";"B"
"5280";"A"
"5281";"A"
"5282";"A"
"5283";"B"
"5284";"B"
"5285";"B"
"5286";"B"
"5287";"B"
"5288";"B"
"5289";"B"
"5290";"D"
"5291";"A"
"5292";"A"
"5293";"A"
"5294";"B"
"5295";"B"
"5296";"B"
"5297";"B"
"5298";"B"
"5299";"B"
"5300";"B"
"5301";"B"
"5302";"B"
"5303";"B"
"5304";"B"
"5305";"E"
"5306";"B"
"5307";"B"
"5308";"B"
"5309";"B"
"5310";"B"
"5311";"B"
"5312";"B"
"5313";"B"
"5314";"D"
"5315";"D"
"5316";"D"
"5317";"E"
"5318";"B"
"5319";"B"
"5320";"B"
"5321";"B"
"5322";"B"
"5323";"B"
"5324";"B"
"5325";"D"
"5326";"B"
"5327";"E"
"5328";"A"
"5329";"D"
"5330";"E"
"5331";"E"
"5332";"E"
"5333";"B"
"5334";"B"
"5335";"B"
"5336";"B"
"5337";"B"
"5338";"D"
"5339";"E"
"5340";"E"
"5341";"E"
"5342";"E"
"5343";"E"
"5344";"B"
"5345";"B"
"5346";"B"
"5347";"B"
"5348";"B"
"5349";"B"
"5350";"B"
"5351";"B"
"5352";"B"
"5353";"B"
"5354";"E"
"5355";"E"
"5356";"A"
"5357";"A"
"5358";"A"
"5359";"A"
"5360";"A"
"5361";"E"
"5362";"E"
"5363";"E"
"5364";"B"
"5365";"B"
"5366";"B"
"5367";"B"
"5368";"B"
"5369";"B"
"5370";"B"
"5371";"E"
